sample_id,brand,panel,thickness_um,thickness_mils,oem_range_um,label
V0211-fender_right,GMC,fender_right,90.1,3.55,95-105,factory_normal
V0211-quarter_left,GMC,quarter_left,93.0,3.66,95-105,factory_normal
V0211-quarter_right,GMC,quarter_right,92.3,3.63,95-105,factory_normal
V0211-bumper_front,GMC,bumper_front,102.6,4.04,95-105,factory_normal
V0211-bumper_rear,GMC,bumper_rear,99.7,3.93,95-105,factory_normal
V0211-door_jamb_left,GMC,door_jamb_left,93.1,3.67,95-105,factory_normal
V0211-door_jamb_right,GMC,door_jamb_right,95.9,3.78,95-105,factory_normal
V0212-hood,GMC,hood,96.9,3.81,95-105,factory_normal
V0212-roof,GMC,roof,106.5,4.19,95-105,factory_normal
V0212-trunk,GMC,trunk,103.7,4.08,95-105,factory_normal
V0212-door_front_left,GMC,door_front_left,99.3,3.91,95-105,factory_normal
V0212-door_front_right,GMC,door_front_right,102.3,4.03,95-105,factory_normal
V0212-door_rear_left,GMC,door_rear_left,101.2,3.98,95-105,factory_normal
V0212-door_rear_right,GMC,door_rear_right,97.3,3.83,95-105,factory_normal
V0212-fender_left,GMC,fender_left,101.9,4.01,95-105,factory_normal
V0212-fender_right,GMC,fender_right,98.5,3.88,95-105,factory_normal
V0212-quarter_left,GMC,quarter_left,96.9,3.81,95-105,factory_normal
V0212-quarter_right,GMC,quarter_right,93.5,3.68,95-105,factory_normal
V0212-bumper_front,GMC,bumper_front,120.8,4.76,95-105,factory_normal
V0212-bumper_rear,GMC,bumper_rear,120.4,4.74,95-105,factory_normal
V0212-door_jamb_left,GMC,door_jamb_left,107.1,4.22,95-105,factory_normal
V0212-door_jamb_right,GMC,door_jamb_right,99.2,3.91,95-105,factory_normal
V0213-hood,GMC,hood,102.0,4.02,95-105,factory_normal
V0213-roof,GMC,roof,100.3,3.95,95-105,factory_normal
V0213-trunk,GMC,trunk,105.3,4.15,95-105,factory_normal
V0213-door_front_left,GMC,door_front_left,103.3,4.07,95-105,factory_normal
V0213-door_front_right,GMC,door_front_right,103.9,4.09,95-105,factory_normal
V0213-door_rear_left,GMC,door_rear_left,109.1,4.3,95-105,factory_normal
V0213-door_rear_right,GMC,door_rear_right,104.4,4.11,95-105,factory_normal
V0213-fender_left,GMC,fender_left,106.5,4.19,95-105,factory_normal
V0213-fender_right,GMC,fender_right,97.8,3.85,95-105,factory_normal
V0213-quarter_left,GMC,quarter_left,97.0,3.82,95-105,factory_normal
V0213-quarter_right,GMC,quarter_right,110.6,4.35,95-105,factory_normal
V0213-bumper_front,GMC,bumper_front,98.2,3.87,95-105,factory_normal
V0213-bumper_rear,GMC,bumper_rear,92.4,3.64,95-105,factory_normal
V0213-door_jamb_left,GMC,door_jamb_left,101.9,4.01,95-105,factory_normal
V0213-door_jamb_right,GMC,door_jamb_right,100.7,3.96,95-105,factory_normal
V0214-hood,GMC,hood,100.8,3.97,95-105,factory_normal
V0214-roof,GMC,roof,100.7,3.96,95-105,factory_normal
V0214-trunk,GMC,trunk,95.6,3.76,95-105,factory_normal
V0214-door_front_left,GMC,door_front_left,98.8,3.89,95-105,factory_normal
V0214-door_front_right,GMC,door_front_right,101.2,3.98,95-105,factory_normal
V0214-door_rear_left,GMC,door_rear_left,102.9,4.05,95-105,factory_normal
V0214-door_rear_right,GMC,door_rear_right,98.9,3.89,95-105,factory_normal
V0214-fender_left,GMC,fender_left,104.8,4.13,95-105,factory_normal
V0214-fender_right,GMC,fender_right,99.4,3.91,95-105,factory_normal
V0214-quarter_left,GMC,quarter_left,103.3,4.07,95-105,factory_normal
V0214-quarter_right,GMC,quarter_right,96.9,3.81,95-105,factory_normal
V0214-bumper_front,GMC,bumper_front,94.8,3.73,95-105,factory_normal
V0214-bumper_rear,GMC,bumper_rear,100.6,3.96,95-105,factory_normal
V0214-door_jamb_left,GMC,door_jamb_left,101.0,3.98,95-105,factory_normal
V0214-door_jamb_right,GMC,door_jamb_right,100.6,3.96,95-105,factory_normal
V0215-hood,GMC,hood,109.6,4.31,95-105,factory_normal
V0215-roof,GMC,roof,99.7,3.93,95-105,factory_normal
V0215-trunk,GMC,trunk,101.2,3.98,95-105,factory_normal
V0215-door_front_left,GMC,door_front_left,112.3,4.42,95-105,factory_normal
V0215-door_front_right,GMC,door_front_right,108.4,4.27,95-105,factory_normal
V0215-door_rear_left,GMC,door_rear_left,102.3,4.03,95-105,factory_normal
V0215-door_rear_right,GMC,door_rear_right,105.5,4.15,95-105,factory_normal
V0215-fender_left,GMC,fender_left,104.9,4.13,95-105,factory_normal
V0215-fender_right,GMC,fender_right,90.4,3.56,95-105,factory_normal
V0215-quarter_left,GMC,quarter_left,99.6,3.92,95-105,factory_normal
V0215-quarter_right,GMC,quarter_right,103.8,4.09,95-105,factory_normal
V0215-bumper_front,GMC,bumper_front,113.6,4.47,95-105,factory_normal
V0215-bumper_rear,GMC,bumper_rear,110.1,4.33,95-105,factory_normal
V0215-door_jamb_left,GMC,door_jamb_left,103.6,4.08,95-105,factory_normal
V0215-door_jamb_right,GMC,door_jamb_right,103.2,4.06,95-105,factory_normal
V0216-hood,GMC,hood,85.8,3.38,95-105,thin_caution
V0216-roof,GMC,roof,95.1,3.74,95-105,factory_normal
V0216-trunk,GMC,trunk,97.0,3.82,95-105,factory_normal
V0216-door_front_left,GMC,door_front_left,93.1,3.67,95-105,factory_normal
V0216-door_front_right,GMC,door_front_right,101.5,4.0,95-105,factory_normal
V0216-door_rear_left,GMC,door_rear_left,101.1,3.98,95-105,factory_normal
V0216-door_rear_right,GMC,door_rear_right,96.8,3.81,95-105,factory_normal
V0216-fender_left,GMC,fender_left,95.7,3.77,95-105,factory_normal
V0216-fender_right,GMC,fender_right,96.5,3.8,95-105,factory_normal
V0216-quarter_left,GMC,quarter_left,96.5,3.8,95-105,factory_normal
V0216-quarter_right,GMC,quarter_right,96.6,3.8,95-105,factory_normal
V0216-bumper_front,GMC,bumper_front,86.6,3.41,95-105,thin_caution
V0216-bumper_rear,GMC,bumper_rear,114.9,4.52,95-105,factory_normal
V0216-door_jamb_left,GMC,door_jamb_left,97.8,3.85,95-105,factory_normal
V0216-door_jamb_right,GMC,door_jamb_right,98.5,3.88,95-105,factory_normal
V0217-hood,Cadillac,hood,105.3,4.15,100-112,factory_normal
V0217-roof,Cadillac,roof,109.2,4.3,100-112,factory_normal
V0217-trunk,Cadillac,trunk,112.6,4.43,100-112,factory_normal
V0217-door_front_left,Cadillac,door_front_left,103.4,4.07,100-112,factory_normal
V0217-door_front_right,Cadillac,door_front_right,105.6,4.16,100-112,factory_normal
V0217-door_rear_left,Cadillac,door_rear_left,109.2,4.3,100-112,factory_normal
V0217-door_rear_right,Cadillac,door_rear_right,122.6,4.83,100-112,factory_normal
V0217-fender_left,Cadillac,fender_left,109.9,4.33,100-112,factory_normal
V0217-fender_right,Cadillac,fender_right,116.4,4.58,100-112,factory_normal
V0217-quarter_left,Cadillac,quarter_left,114.4,4.5,100-112,factory_normal
V0217-quarter_right,Cadillac,quarter_right,110.2,4.34,100-112,factory_normal
V0217-bumper_front,Cadillac,bumper_front,84.9,3.34,100-112,thin_caution
V0217-bumper_rear,Cadillac,bumper_rear,118.2,4.65,100-112,factory_normal
V0217-door_jamb_left,Cadillac,door_jamb_left,110.3,4.34,100-112,factory_normal
V0217-door_jamb_right,Cadillac,door_jamb_right,107.6,4.24,100-112,factory_normal
V0218-hood,Cadillac,hood,104.1,4.1,100-112,factory_normal
V0218-roof,Cadillac,roof,101.8,4.01,100-112,factory_normal
V0218-trunk,Cadillac,trunk,107.9,4.25,100-112,factory_normal
V0218-door_front_left,Cadillac,door_front_left,207.2,8.16,100-112,respray
V0218-door_front_right,Cadillac,door_front_right,106.6,4.2,100-112,factory_normal
V0218-door_rear_left,Cadillac,door_rear_left,114.4,4.5,100-112,factory_normal
V0218-door_rear_right,Cadillac,door_rear_right,104.1,4.1,100-112,factory_normal
V0218-fender_left,Cadillac,fender_left,109.9,4.33,100-112,factory_normal
V0218-fender_right,Cadillac,fender_right,108.6,4.28,100-112,factory_normal
V0218-quarter_left,Cadillac,quarter_left,100.5,3.96,100-112,factory_normal
V0218-quarter_right,Cadillac,quarter_right,101.7,4.0,100-112,factory_normal
V0218-bumper_front,Cadillac,bumper_front,127.8,5.03,100-112,factory_normal
V0218-bumper_rear,Cadillac,bumper_rear,117.4,4.62,100-112,factory_normal
V0218-door_jamb_left,Cadillac,door_jamb_left,109.4,4.31,100-112,factory_normal
V0218-door_jamb_right,Cadillac,door_jamb_right,110.8,4.36,100-112,factory_normal
V0219-hood,Cadillac,hood,108.9,4.29,100-112,factory_normal
V0219-roof,Cadillac,roof,111.2,4.38,100-112,factory_normal
V0219-trunk,Cadillac,trunk,113.8,4.48,100-112,factory_normal
V0219-door_front_left,Cadillac,door_front_left,111.0,4.37,100-112,factory_normal
V0219-door_front_right,Cadillac,door_front_right,115.9,4.56,100-112,factory_normal
V0219-door_rear_left,Cadillac,door_rear_left,231.9,9.13,100-112,respray
V0219-door_rear_right,Cadillac,door_rear_right,104.4,4.11,100-112,factory_normal
V0219-fender_left,Cadillac,fender_left,120.9,4.76,100-112,factory_normal
V0219-fender_right,Cadillac,fender_right,108.0,4.25,100-112,factory_normal
V0219-quarter_left,Cadillac,quarter_left,108.2,4.26,100-112,factory_normal
V0219-quarter_right,Cadillac,quarter_right,189.5,7.46,100-112,respray
V0219-bumper_front,Cadillac,bumper_front,105.6,4.16,100-112,factory_normal
V0219-bumper_rear,Cadillac,bumper_rear,112.4,4.43,100-112,factory_normal
V0219-door_jamb_left,Cadillac,door_jamb_left,109.0,4.29,100-112,factory_normal
V0219-door_jamb_right,Cadillac,door_jamb_right,115.5,4.55,100-112,factory_normal
V0220-hood,Cadillac,hood,193.7,7.63,100-112,respray
V0220-roof,Cadillac,roof,103.1,4.06,100-112,factory_normal
V0220-trunk,Cadillac,trunk,165.0,6.5,100-112,respray
V0220-door_front_left,Cadillac,door_front_left,105.2,4.14,100-112,factory_normal
V0220-door_front_right,Cadillac,door_front_right,112.8,4.44,100-112,factory_normal
V0220-door_rear_left,Cadillac,door_rear_left,96.9,3.81,100-112,factory_normal
V0220-door_rear_right,Cadillac,door_rear_right,99.8,3.93,100-112,factory_normal
V0220-fender_left,Cadillac,fender_left,96.6,3.8,100-112,factory_normal
V0220-fender_right,Cadillac,fender_right,100.9,3.97,100-112,factory_normal
V0220-quarter_left,Cadillac,quarter_left,199.4,7.85,100-112,respray
V0220-quarter_right,Cadillac,quarter_right,98.3,3.87,100-112,factory_normal
V0220-bumper_front,Cadillac,bumper_front,119.7,4.71,100-112,factory_normal
V0220-bumper_rear,Cadillac,bumper_rear,110.6,4.35,100-112,factory_normal
V0220-door_jamb_left,Cadillac,door_jamb_left,104.2,4.1,100-112,factory_normal
V0220-door_jamb_right,Cadillac,door_jamb_right,106.5,4.19,100-112,factory_normal
V0221-hood,Cadillac,hood,99.8,3.93,100-112,factory_normal
V0221-roof,Cadillac,roof,111.0,4.37,100-112,factory_normal
V0221-trunk,Cadillac,trunk,92.0,3.62,100-112,factory_normal
V0221-door_front_left,Cadillac,door_front_left,99.7,3.93,100-112,factory_normal
V0221-door_front_right,Cadillac,door_front_right,106.9,4.21,100-112,factory_normal
V0221-door_rear_left,Cadillac,door_rear_left,93.5,3.68,100-112,factory_normal
V0221-door_rear_right,Cadillac,door_rear_right,97.6,3.84,100-112,factory_normal
V0221-fender_left,Cadillac,fender_left,98.2,3.87,100-112,factory_normal
V0221-fender_right,Cadillac,fender_right,99.7,3.93,100-112,factory_normal
V0221-quarter_left,Cadillac,quarter_left,92.9,3.66,100-112,factory_normal
V0221-quarter_right,Cadillac,quarter_right,103.8,4.09,100-112,factory_normal
V0221-bumper_front,Cadillac,bumper_front,108.9,4.29,100-112,factory_normal
V0221-bumper_rear,Cadillac,bumper_rear,132.9,5.23,100-112,factory_normal
V0221-door_jamb_left,Cadillac,door_jamb_left,101.1,3.98,100-112,factory_normal
V0221-door_jamb_right,Cadillac,door_jamb_right,97.3,3.83,100-112,factory_normal
V0222-hood,Cadillac,hood,101.7,4.0,100-112,factory_normal
V0222-roof,Cadillac,roof,102.5,4.04,100-112,factory_normal
V0222-trunk,Cadillac,trunk,103.2,4.06,100-112,factory_normal
V0222-door_front_left,Cadillac,door_front_left,106.2,4.18,100-112,factory_normal
V0222-door_front_right,Cadillac,door_front_right,113.1,4.45,100-112,factory_normal
V0222-door_rear_left,Cadillac,door_rear_left,111.3,4.38,100-112,factory_normal
V0222-door_rear_right,Cadillac,door_rear_right,111.1,4.37,100-112,factory_normal
V0222-fender_left,Cadillac,fender_left,103.0,4.06,100-112,factory_normal
V0222-fender_right,Cadillac,fender_right,105.7,4.16,100-112,factory_normal
V0222-quarter_left,Cadillac,quarter_left,109.8,4.32,100-112,factory_normal
V0222-quarter_right,Cadillac,quarter_right,105.3,4.15,100-112,factory_normal
V0222-bumper_front,Cadillac,bumper_front,113.3,4.46,100-112,factory_normal
V0222-bumper_rear,Cadillac,bumper_rear,130.4,5.13,100-112,factory_normal
V0222-door_jamb_left,Cadillac,door_jamb_left,110.1,4.33,100-112,factory_normal
V0222-door_jamb_right,Cadillac,door_jamb_right,104.0,4.09,100-112,factory_normal
V0223-hood,Cadillac,hood,104.5,4.11,100-112,factory_normal
V0223-roof,Cadillac,roof,249.6,9.83,100-112,respray
V0223-trunk,Cadillac,trunk,108.3,4.26,100-112,factory_normal
V0223-door_front_left,Cadillac,door_front_left,111.8,4.4,100-112,factory_normal
V0223-door_front_right,Cadillac,door_front_right,115.0,4.53,100-112,factory_normal
V0223-door_rear_left,Cadillac,door_rear_left,110.3,4.34,100-112,factory_normal
V0223-door_rear_right,Cadillac,door_rear_right,106.5,4.19,100-112,factory_normal
V0223-fender_left,Cadillac,fender_left,98.3,3.87,100-112,factory_normal
V0223-fender_right,Cadillac,fender_right,109.1,4.3,100-112,factory_normal
V0223-quarter_left,Cadillac,quarter_left,108.8,4.28,100-112,factory_normal
V0223-quarter_right,Cadillac,quarter_right,109.6,4.31,100-112,factory_normal
V0223-bumper_front,Cadillac,bumper_front,132.3,5.21,100-112,factory_normal
V0223-bumper_rear,Cadillac,bumper_rear,126.5,4.98,100-112,factory_normal
V0223-door_jamb_left,Cadillac,door_jamb_left,105.4,4.15,100-112,factory_normal
V0223-door_jamb_right,Cadillac,door_jamb_right,112.3,4.42,100-112,factory_normal
V0224-hood,Cadillac,hood,102.1,4.02,100-112,factory_normal
V0224-roof,Cadillac,roof,110.5,4.35,100-112,factory_normal
V0224-trunk,Cadillac,trunk,112.2,4.42,100-112,factory_normal
V0224-door_front_left,Cadillac,door_front_left,115.6,4.55,100-112,factory_normal
V0224-door_front_right,Cadillac,door_front_right,109.1,4.3,100-112,factory_normal
V0224-door_rear_left,Cadillac,door_rear_left,114.9,4.52,100-112,factory_normal
V0224-door_rear_right,Cadillac,door_rear_right,111.7,4.4,100-112,factory_normal
V0224-fender_left,Cadillac,fender_left,104.2,4.1,100-112,factory_normal
V0224-fender_right,Cadillac,fender_right,103.7,4.08,100-112,factory_normal
V0224-quarter_left,Cadillac,quarter_left,116.4,4.58,100-112,factory_normal
V0224-quarter_right,Cadillac,quarter_right,116.7,4.59,100-112,factory_normal
V0224-bumper_front,Cadillac,bumper_front,137.7,5.42,100-112,factory_normal
V0224-bumper_rear,Cadillac,bumper_rear,131.6,5.18,100-112,factory_normal
V0224-door_jamb_left,Cadillac,door_jamb_left,109.6,4.31,100-112,factory_normal
V0224-door_jamb_right,Cadillac,door_jamb_right,108.7,4.28,100-112,factory_normal
V0225-hood,Cadillac,hood,98.2,3.87,100-112,factory_normal
V0225-roof,Cadillac,roof,110.1,4.33,100-112,factory_normal
V0225-trunk,Cadillac,trunk,101.8,4.01,100-112,factory_normal
V0225-door_front_left,Cadillac,door_front_left,108.4,4.27,100-112,factory_normal
V0225-door_front_right,Cadillac,door_front_right,104.0,4.09,100-112,factory_normal
V0225-door_rear_left,Cadillac,door_rear_left,105.3,4.15,100-112,factory_normal
V0225-door_rear_right,Cadillac,door_rear_right,102.8,4.05,100-112,factory_normal
V0225-fender_left,Cadillac,fender_left,105.8,4.17,100-112,factory_normal
V0225-fender_right,Cadillac,fender_right,116.0,4.57,100-112,factory_normal
V0225-quarter_left,Cadillac,quarter_left,113.5,4.47,100-112,factory_normal
V0225-quarter_right,Cadillac,quarter_right,108.4,4.27,100-112,factory_normal
V0225-bumper_front,Cadillac,bumper_front,96.2,3.79,100-112,factory_normal
V0225-bumper_rear,Cadillac,bumper_rear,130.0,5.12,100-112,factory_normal
V0225-door_jamb_left,Cadillac,door_jamb_left,112.8,4.44,100-112,factory_normal
V0225-door_jamb_right,Cadillac,door_jamb_right,106.8,4.2,100-112,factory_normal
V0226-hood,Cadillac,hood,107.2,4.22,100-112,factory_normal
V0226-roof,Cadillac,roof,99.7,3.93,100-112,factory_normal
V0226-trunk,Cadillac,trunk,100.9,3.97,100-112,factory_normal
V0226-door_front_left,Cadillac,door_front_left,107.3,4.22,100-112,factory_normal
V0226-door_front_right,Cadillac,door_front_right,105.5,4.15,100-112,factory_normal
V0226-door_rear_left,Cadillac,door_rear_left,101.8,4.01,100-112,factory_normal
V0226-door_rear_right,Cadillac,door_rear_right,101.0,3.98,100-112,factory_normal
V0226-fender_left,Cadillac,fender_left,104.8,4.13,100-112,factory_normal
V0226-fender_right,Cadillac,fender_right,102.2,4.02,100-112,factory_normal
V0226-quarter_left,Cadillac,quarter_left,98.7,3.89,100-112,factory_normal
V0226-quarter_right,Cadillac,quarter_right,102.5,4.04,100-112,factory_normal
V0226-bumper_front,Cadillac,bumper_front,109.4,4.31,100-112,factory_normal
V0226-bumper_rear,Cadillac,bumper_rear,105.1,4.14,100-112,factory_normal
V0226-door_jamb_left,Cadillac,door_jamb_left,104.6,4.12,100-112,factory_normal
V0226-door_jamb_right,Cadillac,door_jamb_right,105.9,4.17,100-112,factory_normal
V0227-hood,Cadillac,hood,106.8,4.2,100-112,factory_normal
V0227-roof,Cadillac,roof,113.3,4.46,100-112,factory_normal
V0227-trunk,Cadillac,trunk,111.3,4.38,100-112,factory_normal
V0227-door_front_left,Cadillac,door_front_left,101.8,4.01,100-112,factory_normal
V0227-door_front_right,Cadillac,door_front_right,119.8,4.72,100-112,factory_normal
V0227-door_rear_left,Cadillac,door_rear_left,103.1,4.06,100-112,factory_normal
V0227-door_rear_right,Cadillac,door_rear_right,112.4,4.43,100-112,factory_normal
V0227-fender_left,Cadillac,fender_left,112.3,4.42,100-112,factory_normal
V0227-fender_right,Cadillac,fender_right,111.7,4.4,100-112,factory_normal
V0227-quarter_left,Cadillac,quarter_left,107.9,4.25,100-112,factory_normal
V0227-quarter_right,Cadillac,quarter_right,114.5,4.51,100-112,factory_normal
V0227-bumper_front,Cadillac,bumper_front,121.3,4.78,100-112,factory_normal
V0227-bumper_rear,Cadillac,bumper_rear,114.6,4.51,100-112,factory_normal
V0227-door_jamb_left,Cadillac,door_jamb_left,112.7,4.44,100-112,factory_normal
V0227-door_jamb_right,Cadillac,door_jamb_right,110.5,4.35,100-112,factory_normal
V0228-hood,Jeep,hood,103.4,4.07,96-110,factory_normal
V0228-roof,Jeep,roof,103.2,4.06,96-110,factory_normal
V0228-trunk,Jeep,trunk,217.5,8.56,96-110,respray
V0228-door_front_left,Jeep,door_front_left,106.9,4.21,96-110,factory_normal
V0228-door_front_right,Jeep,door_front_right,197.8,7.79,96-110,respray
V0228-door_rear_left,Jeep,door_rear_left,96.8,3.81,96-110,factory_normal
V0228-door_rear_right,Jeep,door_rear_right,96.5,3.8,96-110,factory_normal
V0228-fender_left,Jeep,fender_left,106.8,4.2,96-110,factory_normal
V0228-fender_right,Jeep,fender_right,100.6,3.96,96-110,factory_normal
V0228-quarter_left,Jeep,quarter_left,106.2,4.18,96-110,factory_normal
V0228-quarter_right,Jeep,quarter_right,108.6,4.28,96-110,factory_normal
V0228-bumper_front,Jeep,bumper_front,117.3,4.62,96-110,factory_normal
V0228-bumper_rear,Jeep,bumper_rear,245.1,9.65,96-110,respray
V0228-door_jamb_left,Jeep,door_jamb_left,103.4,4.07,96-110,factory_normal
V0228-door_jamb_right,Jeep,door_jamb_right,96.8,3.81,96-110,factory_normal
V0229-hood,Jeep,hood,107.7,4.24,96-110,factory_normal
V0229-roof,Jeep,roof,112.6,4.43,96-110,factory_normal
V0229-trunk,Jeep,trunk,99.1,3.9,96-110,factory_normal
V0229-door_front_left,Jeep,door_front_left,114.3,4.5,96-110,factory_normal
V0229-door_front_right,Jeep,door_front_right,112.6,4.43,96-110,factory_normal
V0229-door_rear_left,Jeep,door_rear_left,114.8,4.52,96-110,factory_normal
V0229-door_rear_right,Jeep,door_rear_right,108.3,4.26,96-110,factory_normal
V0229-fender_left,Jeep,fender_left,113.6,4.47,96-110,factory_normal
V0229-fender_right,Jeep,fender_right,101.2,3.98,96-110,factory_normal
V0229-quarter_left,Jeep,quarter_left,112.1,4.41,96-110,factory_normal
V0229-quarter_right,Jeep,quarter_right,104.7,4.12,96-110,factory_normal
V0229-bumper_front,Jeep,bumper_front,90.2,3.55,96-110,factory_normal
V0229-bumper_rear,Jeep,bumper_rear,89.6,3.53,96-110,thin_caution
V0229-door_jamb_left,Jeep,door_jamb_left,112.6,4.43,96-110,factory_normal
V0229-door_jamb_right,Jeep,door_jamb_right,111.2,4.38,96-110,factory_normal
V0230-hood,Jeep,hood,106.0,4.17,96-110,factory_normal
V0230-roof,Jeep,roof,111.1,4.37,96-110,factory_normal
V0230-trunk,Jeep,trunk,108.1,4.26,96-110,factory_normal
V0230-door_front_left,Jeep,door_front_left,106.8,4.2,96-110,factory_normal
V0230-door_front_right,Jeep,door_front_right,111.5,4.39,96-110,factory_normal
V0230-door_rear_left,Jeep,door_rear_left,102.4,4.03,96-110,factory_normal
V0230-door_rear_right,Jeep,door_rear_right,227.0,8.94,96-110,respray
V0230-fender_left,Jeep,fender_left,105.9,4.17,96-110,factory_normal
V0230-fender_right,Jeep,fender_right,104.7,4.12,96-110,factory_normal
V0230-quarter_left,Jeep,quarter_left,104.1,4.1,96-110,factory_normal
V0230-quarter_right,Jeep,quarter_right,106.4,4.19,96-110,factory_normal
V0230-bumper_front,Jeep,bumper_front,107.4,4.23,96-110,factory_normal
V0230-bumper_rear,Jeep,bumper_rear,121.0,4.76,96-110,factory_normal
V0230-door_jamb_left,Jeep,door_jamb_left,252.6,9.94,96-110,repair_or_filler
V0230-door_jamb_right,Jeep,door_jamb_right,216.1,8.51,96-110,respray
V0231-hood,Jeep,hood,101.0,3.98,96-110,factory_normal
V0231-roof,Jeep,roof,102.9,4.05,96-110,factory_normal
V0231-trunk,Jeep,trunk,101.2,3.98,96-110,factory_normal
V0231-door_front_left,Jeep,door_front_left,105.1,4.14,96-110,factory_normal
V0231-door_front_right,Jeep,door_front_right,97.4,3.83,96-110,factory_normal
V0231-door_rear_left,Jeep,door_rear_left,95.9,3.78,96-110,factory_normal
V0231-door_rear_right,Jeep,door_rear_right,97.6,3.84,96-110,factory_normal
V0231-fender_left,Jeep,fender_left,101.3,3.99,96-110,factory_normal
V0231-fender_right,Jeep,fender_right,99.7,3.93,96-110,factory_normal
V0231-quarter_left,Jeep,quarter_left,104.4,4.11,96-110,factory_normal
V0231-quarter_right,Jeep,quarter_right,107.3,4.22,96-110,factory_normal
V0231-bumper_front,Jeep,bumper_front,108.7,4.28,96-110,factory_normal
V0231-bumper_rear,Jeep,bumper_rear,91.8,3.61,96-110,factory_normal
V0231-door_jamb_left,Jeep,door_jamb_left,100.8,3.97,96-110,factory_normal
V0231-door_jamb_right,Jeep,door_jamb_right,102.4,4.03,96-110,factory_normal
V0232-hood,Jeep,hood,105.5,4.15,96-110,factory_normal
V0232-roof,Jeep,roof,111.7,4.4,96-110,factory_normal
V0232-trunk,Jeep,trunk,95.4,3.76,96-110,factory_normal
V0232-door_front_left,Jeep,door_front_left,95.0,3.74,96-110,factory_normal
V0232-door_front_right,Jeep,door_front_right,95.7,3.77,96-110,factory_normal
V0232-door_rear_left,Jeep,door_rear_left,108.1,4.26,96-110,factory_normal
V0232-door_rear_right,Jeep,door_rear_right,105.3,4.15,96-110,factory_normal
V0232-fender_left,Jeep,fender_left,99.4,3.91,96-110,factory_normal
V0232-fender_right,Jeep,fender_right,100.3,3.95,96-110,factory_normal
V0232-quarter_left,Jeep,quarter_left,96.0,3.78,96-110,factory_normal
V0232-quarter_right,Jeep,quarter_right,104.5,4.11,96-110,factory_normal
V0232-bumper_front,Jeep,bumper_front,106.3,4.19,96-110,factory_normal
V0232-bumper_rear,Jeep,bumper_rear,114.8,4.52,96-110,factory_normal
V0232-door_jamb_left,Jeep,door_jamb_left,105.0,4.13,96-110,factory_normal
V0232-door_jamb_right,Jeep,door_jamb_right,101.9,4.01,96-110,factory_normal
V0233-hood,Jeep,hood,102.9,4.05,96-110,factory_normal
V0233-roof,Jeep,roof,100.4,3.95,96-110,factory_normal
V0233-trunk,Jeep,trunk,107.2,4.22,96-110,factory_normal
V0233-door_front_left,Jeep,door_front_left,104.8,4.13,96-110,factory_normal
V0233-door_front_right,Jeep,door_front_right,96.8,3.81,96-110,factory_normal
V0233-door_rear_left,Jeep,door_rear_left,102.3,4.03,96-110,factory_normal
V0233-door_rear_right,Jeep,door_rear_right,103.5,4.07,96-110,factory_normal
V0233-fender_left,Jeep,fender_left,101.4,3.99,96-110,factory_normal
V0233-fender_right,Jeep,fender_right,111.3,4.38,96-110,factory_normal
V0233-quarter_left,Jeep,quarter_left,106.3,4.19,96-110,factory_normal
V0233-quarter_right,Jeep,quarter_right,110.8,4.36,96-110,factory_normal
V0233-bumper_front,Jeep,bumper_front,99.6,3.92,96-110,factory_normal
V0233-bumper_rear,Jeep,bumper_rear,106.9,4.21,96-110,factory_normal
V0233-door_jamb_left,Jeep,door_jamb_left,102.9,4.05,96-110,factory_normal
V0233-door_jamb_right,Jeep,door_jamb_right,105.1,4.14,96-110,factory_normal
V0234-hood,Jeep,hood,102.2,4.02,96-110,factory_normal
V0234-roof,Jeep,roof,107.5,4.23,96-110,factory_normal
V0234-trunk,Jeep,trunk,104.2,4.1,96-110,factory_normal
V0234-door_front_left,Jeep,door_front_left,90.8,3.57,96-110,factory_normal
V0234-door_front_right,Jeep,door_front_right,102.7,4.04,96-110,factory_normal
V0234-door_rear_left,Jeep,door_rear_left,110.5,4.35,96-110,factory_normal
V0234-door_rear_right,Jeep,door_rear_right,96.7,3.81,96-110,factory_normal
V0234-fender_left,Jeep,fender_left,105.7,4.16,96-110,factory_normal
V0234-fender_right,Jeep,fender_right,113.0,4.45,96-110,factory_normal
V0234-quarter_left,Jeep,quarter_left,101.3,3.99,96-110,factory_normal
V0234-quarter_right,Jeep,quarter_right,105.1,4.14,96-110,factory_normal
V0234-bumper_front,Jeep,bumper_front,113.2,4.46,96-110,factory_normal
V0234-bumper_rear,Jeep,bumper_rear,112.5,4.43,96-110,factory_normal
V0234-door_jamb_left,Jeep,door_jamb_left,103.2,4.06,96-110,factory_normal
V0234-door_jamb_right,Jeep,door_jamb_right,106.6,4.2,96-110,factory_normal
V0235-hood,Jeep,hood,89.7,3.53,96-110,thin_caution
V0235-roof,Jeep,roof,100.0,3.94,96-110,factory_normal
V0235-trunk,Jeep,trunk,92.8,3.65,96-110,factory_normal
V0235-door_front_left,Jeep,door_front_left,108.3,4.26,96-110,factory_normal
V0235-door_front_right,Jeep,door_front_right,101.1,3.98,96-110,factory_normal
V0235-door_rear_left,Jeep,door_rear_left,95.7,3.77,96-110,factory_normal
V0235-door_rear_right,Jeep,door_rear_right,96.7,3.81,96-110,factory_normal
V0235-fender_left,Jeep,fender_left,90.8,3.57,96-110,factory_normal
