make,model,year,expected_min_um,expected_max_um,expected_avg_um,expected_avg_mils,oem_range_mils
Renault,Clio,2026,95.6,115.6,105.6,4.16,3.8-4.6
Renault,Megane,2015,100.0,140.0,120.0,4.72,3.9-5.5
Renault,Megane,2016,99.6,139.6,119.6,4.71,3.9-5.5
Renault,Megane,2017,99.2,139.2,119.2,4.69,3.9-5.5
Renault,Megane,2018,98.8,138.8,118.8,4.68,3.9-5.5
Renault,Megane,2019,98.4,138.4,118.4,4.66,3.9-5.4
Renault,Megane,2020,98.0,138.0,118.0,4.65,3.9-5.4
Renault,Megane,2021,97.6,137.6,117.6,4.63,3.8-5.4
Renault,Megane,2022,97.2,137.2,117.2,4.61,3.8-5.4
Renault,Megane,2023,96.8,136.8,116.8,4.6,3.8-5.4
Renault,Megane,2024,96.4,136.4,116.4,4.58,3.8-5.4
Renault,Megane,2025,96.0,136.0,116.0,4.57,3.8-5.4
Renault,Megane,2026,95.6,135.6,115.6,4.55,3.8-5.3
Renault,Captur,2015,95.0,120.0,107.5,4.23,3.7-4.7
Renault,Captur,2016,94.6,119.6,107.1,4.22,3.7-4.7
Renault,Captur,2017,94.2,119.2,106.7,4.2,3.7-4.7
Renault,Captur,2018,93.8,118.8,106.3,4.19,3.7-4.7
Renault,Captur,2019,93.4,118.4,105.9,4.17,3.7-4.7
Renault,Captur,2020,93.0,118.0,105.5,4.15,3.7-4.6
Renault,Captur,2021,92.6,117.6,105.1,4.14,3.6-4.6
Renault,Captur,2022,92.2,117.2,104.7,4.12,3.6-4.6
Renault,Captur,2023,91.8,116.8,104.3,4.11,3.6-4.6
Renault,Captur,2024,91.4,116.4,103.9,4.09,3.6-4.6
Renault,Captur,2025,91.0,116.0,103.5,4.07,3.6-4.6
Renault,Captur,2026,90.6,115.6,103.1,4.06,3.6-4.6
Skoda,Octavia,2015,120.0,125.0,122.5,4.82,4.7-4.9
Skoda,Octavia,2016,119.6,124.6,122.1,4.81,4.7-4.9
Skoda,Octavia,2017,119.2,124.2,121.7,4.79,4.7-4.9
Skoda,Octavia,2018,118.8,123.8,121.3,4.78,4.7-4.9
Skoda,Octavia,2019,118.4,123.4,120.9,4.76,4.7-4.9
Skoda,Octavia,2020,118.0,123.0,120.5,4.74,4.6-4.8
Skoda,Octavia,2021,117.6,122.6,120.1,4.73,4.6-4.8
Skoda,Octavia,2022,117.2,122.2,119.7,4.71,4.6-4.8
Skoda,Octavia,2023,116.8,121.8,119.3,4.7,4.6-4.8
Skoda,Octavia,2024,116.4,121.4,118.9,4.68,4.6-4.8
Skoda,Octavia,2025,116.0,121.0,118.5,4.67,4.6-4.8
Skoda,Octavia,2026,115.6,120.6,118.1,4.65,4.6-4.7
Skoda,Fabia,2015,99.0,120.0,109.5,4.31,3.9-4.7
Skoda,Fabia,2016,98.6,119.6,109.1,4.3,3.9-4.7
Skoda,Fabia,2017,98.2,119.2,108.7,4.28,3.9-4.7
Skoda,Fabia,2018,97.8,118.8,108.3,4.26,3.9-4.7
Skoda,Fabia,2019,97.4,118.4,107.9,4.25,3.8-4.7
Skoda,Fabia,2020,97.0,118.0,107.5,4.23,3.8-4.6
Skoda,Fabia,2021,96.6,117.6,107.1,4.22,3.8-4.6
Skoda,Fabia,2022,96.2,117.2,106.7,4.2,3.8-4.6
Skoda,Fabia,2023,95.8,116.8,106.3,4.19,3.8-4.6
Skoda,Fabia,2024,95.4,116.4,105.9,4.17,3.8-4.6
Skoda,Fabia,2025,95.0,116.0,105.5,4.15,3.7-4.6
Skoda,Fabia,2026,94.6,115.6,105.1,4.14,3.7-4.6
Skoda,Superb,2015,99.0,120.0,109.5,4.31,3.9-4.7
Skoda,Superb,2016,98.6,119.6,109.1,4.3,3.9-4.7
Skoda,Superb,2017,98.2,119.2,108.7,4.28,3.9-4.7
Skoda,Superb,2018,97.8,118.8,108.3,4.26,3.9-4.7
Skoda,Superb,2019,97.4,118.4,107.9,4.25,3.8-4.7
Skoda,Superb,2020,97.0,118.0,107.5,4.23,3.8-4.6
Skoda,Superb,2021,96.6,117.6,107.1,4.22,3.8-4.6
Skoda,Superb,2022,96.2,117.2,106.7,4.2,3.8-4.6
Skoda,Superb,2023,95.8,116.8,106.3,4.19,3.8-4.6
Skoda,Superb,2024,95.4,116.4,105.9,4.17,3.8-4.6
Skoda,Superb,2025,95.0,116.0,105.5,4.15,3.7-4.6
Skoda,Superb,2026,94.6,115.6,105.1,4.14,3.7-4.6
Skoda,Kodiaq,2015,110.0,125.0,117.5,4.63,4.3-4.9
Skoda,Kodiaq,2016,109.6,124.6,117.1,4.61,4.3-4.9
Skoda,Kodiaq,2017,109.2,124.2,116.7,4.59,4.3-4.9
Skoda,Kodiaq,2018,108.8,123.8,116.3,4.58,4.3-4.9
Skoda,Kodiaq,2019,108.4,123.4,115.9,4.56,4.3-4.9
Skoda,Kodiaq,2020,108.0,123.0,115.5,4.55,4.3-4.8
Skoda,Kodiaq,2021,107.6,122.6,115.1,4.53,4.2-4.8
Skoda,Kodiaq,2022,107.2,122.2,114.7,4.52,4.2-4.8
Skoda,Kodiaq,2023,106.8,121.8,114.3,4.5,4.2-4.8
Skoda,Kodiaq,2024,106.4,121.4,113.9,4.48,4.2-4.8
Skoda,Kodiaq,2025,106.0,121.0,113.5,4.47,4.2-4.8
Skoda,Kodiaq,2026,105.6,120.6,113.1,4.45,4.2-4.7
Ferrari,488/F8,2015,150.0,200.0,175.0,6.89,5.9-7.9
Ferrari,488/F8,2016,149.6,199.6,174.6,6.87,5.9-7.9
Ferrari,488/F8,2017,149.2,199.2,174.2,6.86,5.9-7.8
Ferrari,488/F8,2018,148.8,198.8,173.8,6.84,5.9-7.8
Ferrari,488/F8,2019,148.4,198.4,173.4,6.83,5.8-7.8
Ferrari,488/F8,2020,148.0,198.0,173.0,6.81,5.8-7.8
Ferrari,488/F8,2021,147.6,197.6,172.6,6.8,5.8-7.8
Ferrari,488/F8,2022,147.2,197.2,172.2,6.78,5.8-7.8
Ferrari,488/F8,2023,146.8,196.8,171.8,6.76,5.8-7.7
Ferrari,488/F8,2024,146.4,196.4,171.4,6.75,5.8-7.7
Ferrari,488/F8,2025,146.0,196.0,171.0,6.73,5.7-7.7
Ferrari,488/F8,2026,145.6,195.6,170.6,6.72,5.7-7.7
Ferrari,Roma,2015,150.0,200.0,175.0,6.89,5.9-7.9
Ferrari,Roma,2016,149.6,199.6,174.6,6.87,5.9-7.9
Ferrari,Roma,2017,149.2,199.2,174.2,6.86,5.9-7.8
Ferrari,Roma,2018,148.8,198.8,173.8,6.84,5.9-7.8
Ferrari,Roma,2019,148.4,198.4,173.4,6.83,5.8-7.8
Ferrari,Roma,2020,148.0,198.0,173.0,6.81,5.8-7.8
Ferrari,Roma,2021,147.6,197.6,172.6,6.8,5.8-7.8
Ferrari,Roma,2022,147.2,197.2,172.2,6.78,5.8-7.8
Ferrari,Roma,2023,146.8,196.8,171.8,6.76,5.8-7.7
Ferrari,Roma,2024,146.4,196.4,171.4,6.75,5.8-7.7
Ferrari,Roma,2025,146.0,196.0,171.0,6.73,5.7-7.7
Ferrari,Roma,2026,145.6,195.6,170.6,6.72,5.7-7.7
Ferrari,SF90,2015,150.0,200.0,175.0,6.89,5.9-7.9
Ferrari,SF90,2016,149.6,199.6,174.6,6.87,5.9-7.9
Ferrari,SF90,2017,149.2,199.2,174.2,6.86,5.9-7.8
Ferrari,SF90,2018,148.8,198.8,173.8,6.84,5.9-7.8
Ferrari,SF90,2019,148.4,198.4,173.4,6.83,5.8-7.8
Ferrari,SF90,2020,148.0,198.0,173.0,6.81,5.8-7.8
Ferrari,SF90,2021,147.6,197.6,172.6,6.8,5.8-7.8
Ferrari,SF90,2022,147.2,197.2,172.2,6.78,5.8-7.8
Ferrari,SF90,2023,146.8,196.8,171.8,6.76,5.8-7.7
Ferrari,SF90,2024,146.4,196.4,171.4,6.75,5.8-7.7
Ferrari,SF90,2025,146.0,196.0,171.0,6.73,5.7-7.7
Ferrari,SF90,2026,145.6,195.6,170.6,6.72,5.7-7.7
Lamborghini,Huracan,2015,130.0,170.0,150.0,5.91,5.1-6.7
Lamborghini,Huracan,2016,129.6,169.6,149.6,5.89,5.1-6.7
Lamborghini,Huracan,2017,129.2,169.2,149.2,5.87,5.1-6.7
Lamborghini,Huracan,2018,128.8,168.8,148.8,5.86,5.1-6.6
Lamborghini,Huracan,2019,128.4,168.4,148.4,5.84,5.1-6.6
Lamborghini,Huracan,2020,128.0,168.0,148.0,5.83,5.0-6.6
Lamborghini,Huracan,2021,127.6,167.6,147.6,5.81,5.0-6.6
Lamborghini,Huracan,2022,127.2,167.2,147.2,5.8,5.0-6.6
Lamborghini,Huracan,2023,126.8,166.8,146.8,5.78,5.0-6.6
Lamborghini,Huracan,2024,126.4,166.4,146.4,5.76,5.0-6.6
Lamborghini,Huracan,2025,126.0,166.0,146.0,5.75,5.0-6.5
Lamborghini,Huracan,2026,125.6,165.6,145.6,5.73,4.9-6.5
Lamborghini,Urus,2015,130.0,170.0,150.0,5.91,5.1-6.7
Lamborghini,Urus,2016,129.6,169.6,149.6,5.89,5.1-6.7
Lamborghini,Urus,2017,129.2,169.2,149.2,5.87,5.1-6.7
Lamborghini,Urus,2018,128.8,168.8,148.8,5.86,5.1-6.6
Lamborghini,Urus,2019,128.4,168.4,148.4,5.84,5.1-6.6
Lamborghini,Urus,2020,128.0,168.0,148.0,5.83,5.0-6.6
Lamborghini,Urus,2021,127.6,167.6,147.6,5.81,5.0-6.6
Lamborghini,Urus,2022,127.2,167.2,147.2,5.8,5.0-6.6
Lamborghini,Urus,2023,126.8,166.8,146.8,5.78,5.0-6.6
Lamborghini,Urus,2024,126.4,166.4,146.4,5.76,5.0-6.6
Lamborghini,Urus,2025,126.0,166.0,146.0,5.75,5.0-6.5
Lamborghini,Urus,2026,125.6,165.6,145.6,5.73,4.9-6.5
